p_mutation,sigma_start,Tau_prime_scale,tau_scale,score
0.2,1.6,0.6,0.8,9.99945511496359
0.2,1.6,0.6,0.9,9.99998429611601
0.2,1.6,0.6,1,9.99999043286794
0.2,1.6,0.7,0.1,8.37242193129507
0.2,1.6,0.7,0.2,8.92772464205068
0.2,1.6,0.7,0.3,9.60823582306662
0.2,1.6,0.7,0.4,9.87524598097653
0.2,1.6,0.7,0.5,9.96574853419496
0.2,1.6,0.7,0.6,9.99164507188714
0.2,1.6,0.7,0.7,9.99995845620465
0.2,1.6,0.7,0.8,9.9999712892869
0.2,1.6,0.7,0.9,9.99997049802401
0.2,1.6,0.7,1,9.99997646219456
0.2,1.6,0.8,0.1,8.31534617665069
0.2,1.6,0.8,0.2,9.24590600416813
0.2,1.6,0.8,0.3,9.77259392252903
0.2,1.6,0.8,0.4,9.94425919610059
0.2,1.6,0.8,0.5,9.9948824104938
0.2,1.6,0.8,0.6,9.99986270133622
0.2,1.6,0.8,0.7,9.99999461007076
0.2,1.6,0.8,0.8,9.9999964961609
0.2,1.6,0.8,0.9,9.99998227984224
0.2,1.6,0.8,1,9.99998788032079
0.2,1.6,0.9,0.1,8.550166732824
0.2,1.6,0.9,0.2,9.30606563518274
0.2,1.6,0.9,0.3,9.79707393844065
0.2,1.6,0.9,0.4,9.97560262460585
0.2,1.6,0.9,0.5,9.99686141325744
0.2,1.6,0.9,0.6,9.99963568390791
0.2,1.6,0.9,0.7,9.99998962542761
0.2,1.6,0.9,0.8,9.99998171417018
0.2,1.6,0.9,0.9,9.99998319737641
0.2,1.6,0.9,1,9.99995129946982
0.2,1.6,1,0.1,9.03866537150186
0.2,1.6,1,0.2,9.55461689803496
0.2,1.6,1,0.3,9.89626645257289
0.2,1.6,1,0.4,9.98372807957404
0.2,1.6,1,0.5,9.99895750790381
0.2,1.6,1,0.6,9.9999691666543
0.2,1.6,1,0.7,9.99987251415319
0.2,1.6,1,0.8,9.99996652335204
0.2,1.6,1,0.9,9.99997722596442
0.2,1.6,1,1,9.9999828035511
0.2,1.7,0.1,0.1,9.99875485675283
0.2,1.7,0.1,0.2,9.99962637576107
0.2,1.7,0.1,0.3,9.99972254469562
0.2,1.7,0.1,0.4,9.99992298481569
0.2,1.7,0.1,0.5,9.99992161784411
0.2,1.7,0.1,0.6,9.99974193430091
0.2,1.7,0.1,0.7,9.99960864426342
0.2,1.7,0.1,0.8,9.99952755973706
0.2,1.7,0.1,0.9,9.99994898583213
0.2,1.7,0.1,1,9.99993894934378
0.2,1.7,0.2,0.1,9.79385631166685
0.2,1.7,0.2,0.2,9.73351138326576
0.2,1.7,0.2,0.3,9.81490517468609
0.2,1.7,0.2,0.4,9.86555592179018
0.2,1.7,0.2,0.5,9.90001233845253
0.2,1.7,0.2,0.6,9.92301080905471
0.2,1.7,0.2,0.7,9.96670882615112
0.2,1.7,0.2,0.8,9.97925221298111
0.2,1.7,0.2,0.9,9.98170907347237
0.2,1.7,0.2,1,9.99134682614205
0.2,1.7,0.3,0.1,9.24879924971835
0.2,1.7,0.3,0.2,9.30501029357339
0.2,1.7,0.3,0.3,9.5308751882108
0.2,1.7,0.3,0.4,9.62745913211754
0.2,1.7,0.3,0.5,9.74159008382612
0.2,1.7,0.3,0.6,9.86891831690537
0.2,1.7,0.3,0.7,9.96005540296103
0.2,1.7,0.3,0.8,9.96779958995455
0.2,1.7,0.3,0.9,9.99660025153137
0.2,1.7,0.3,1,9.98817942622815
0.2,1.7,0.4,0.1,8.69930574116823
0.2,1.7,0.4,0.2,8.96531853057812
0.2,1.7,0.4,0.3,9.35082582614251
0.2,1.7,0.4,0.4,9.70815955219728
0.2,1.7,0.4,0.5,9.86350106101449
0.2,1.7,0.4,0.6,9.91743428727354
0.2,1.7,0.4,0.7,9.98537563565908
0.2,1.7,0.4,0.8,9.98950203992428
0.2,1.7,0.4,0.9,9.99716941835913
0.2,1.7,0.4,1,9.99941535766284
0.2,1.7,0.5,0.1,8.59933826613937
0.2,1.7,0.5,0.2,8.95130549784679
0.2,1.7,0.5,0.3,9.41333585774539
0.2,1.7,0.5,0.4,9.64854663487946
0.2,1.7,0.5,0.5,9.92568644348496
0.2,1.7,0.5,0.6,9.98637857591663
0.2,1.7,0.5,0.7,9.9992182795726
0.2,1.7,0.5,0.8,9.9995908108823
0.2,1.7,0.5,0.9,9.99998927120478
0.2,1.7,0.5,1,9.99995796126041
0.2,1.7,0.6,0.1,8.28716418606608
0.2,1.7,0.6,0.2,8.91676107374451
0.2,1.7,0.6,0.3,9.39426307928976
0.2,1.7,0.6,0.4,9.87477695471396
0.2,1.7,0.6,0.5,9.97065825683667
0.2,1.7,0.6,0.6,9.99536681545036
0.2,1.7,0.6,0.7,9.99986877130865
0.2,1.7,0.6,0.8,9.99945511496359
0.2,1.7,0.6,0.9,9.99998429611601
0.2,1.7,0.6,1,9.99999043286794
0.2,1.7,0.7,0.1,8.37242193129507
0.2,1.7,0.7,0.2,8.92772464205068
0.2,1.7,0.7,0.3,9.60823582306662
0.2,1.7,0.7,0.4,9.87524598097653
0.2,1.7,0.7,0.5,9.96574853419496
0.2,1.7,0.7,0.6,9.99164507188714
0.2,1.7,0.7,0.7,9.99995845620465
0.2,1.7,0.7,0.8,9.9999712892869
0.2,1.7,0.7,0.9,9.99997049802401
0.2,1.7,0.7,1,9.99997646219456
0.2,1.7,0.8,0.1,8.31534617665069
0.2,1.7,0.8,0.2,9.24590600416813
0.2,1.7,0.8,0.3,9.77259392252903
0.2,1.7,0.8,0.4,9.94425919610059
0.2,1.7,0.8,0.5,9.9948824104938
0.2,1.7,0.8,0.6,9.99986270133622
0.2,1.7,0.8,0.7,9.99999461007076
0.2,1.7,0.8,0.8,9.9999964961609
0.2,1.7,0.8,0.9,9.99998227984224
0.2,1.7,0.8,1,9.99998788032079
0.2,1.7,0.9,0.1,8.550166732824
0.2,1.7,0.9,0.2,9.30606563518274
0.2,1.7,0.9,0.3,9.79707393844065
0.2,1.7,0.9,0.4,9.97560262460585
0.2,1.7,0.9,0.5,9.99686141325744
0.2,1.7,0.9,0.6,9.99963568390791
0.2,1.7,0.9,0.7,9.99998962542761
0.2,1.7,0.9,0.8,9.99998171417018
0.2,1.7,0.9,0.9,9.99998319737641
0.2,1.7,0.9,1,9.99995129946982
0.2,1.7,1,0.1,9.03866537150186
0.2,1.7,1,0.2,9.55461689803496
0.2,1.7,1,0.3,9.89626645257289
0.2,1.7,1,0.4,9.98372807957404
0.2,1.7,1,0.5,9.99895750790381
0.2,1.7,1,0.6,9.9999691666543
0.2,1.7,1,0.7,9.99987251415319
0.2,1.7,1,0.8,9.99996652335204
0.2,1.7,1,0.9,9.99997722596442
0.2,1.7,1,1,9.9999828035511
0.2,1.8,0.1,0.1,9.99875485675283
0.2,1.8,0.1,0.2,9.99962637576107
0.2,1.8,0.1,0.3,9.99972254469562
0.2,1.8,0.1,0.4,9.99992298481569
0.2,1.8,0.1,0.5,9.99992161784411
0.2,1.8,0.1,0.6,9.99974193430091
0.2,1.8,0.1,0.7,9.99960864426342
0.2,1.8,0.1,0.8,9.99952755973706
0.2,1.8,0.1,0.9,9.99994898583213
0.2,1.8,0.1,1,9.99993894934378
0.2,1.8,0.2,0.1,9.79385631166685
0.2,1.8,0.2,0.2,9.73351138326576
0.2,1.8,0.2,0.3,9.81490517468609
0.2,1.8,0.2,0.4,9.86555592179018
0.2,1.8,0.2,0.5,9.90001233845253
0.2,1.8,0.2,0.6,9.92301080905471
0.2,1.8,0.2,0.7,9.96670882615112
0.2,1.8,0.2,0.8,9.97925221298111
0.2,1.8,0.2,0.9,9.98170907347237
0.2,1.8,0.2,1,9.99134682614205
0.2,1.8,0.3,0.1,9.24879924971835
0.2,1.8,0.3,0.2,9.30501029357339
0.2,1.8,0.3,0.3,9.5308751882108
0.2,1.8,0.3,0.4,9.62745913211754
0.2,1.8,0.3,0.5,9.74159008382612
0.2,1.8,0.3,0.6,9.86891831690537
0.2,1.8,0.3,0.7,9.96005540296103
0.2,1.8,0.3,0.8,9.96779958995455
0.2,1.8,0.3,0.9,9.99660025153137
0.2,1.8,0.3,1,9.98817942622815
0.2,1.8,0.4,0.1,8.69930574116823
0.2,1.8,0.4,0.2,8.96531853057812
0.2,1.8,0.4,0.3,9.35082582614251
0.2,1.8,0.4,0.4,9.70815955219728
0.2,1.8,0.4,0.5,9.86350106101449
0.2,1.8,0.4,0.6,9.91743428727354
0.2,1.8,0.4,0.7,9.98537563565908
0.2,1.8,0.4,0.8,9.98950203992428
0.2,1.8,0.4,0.9,9.99716941835913
0.2,1.8,0.4,1,9.99941535766284
0.2,1.8,0.5,0.1,8.59933826613937
0.2,1.8,0.5,0.2,8.95130549784679
0.2,1.8,0.5,0.3,9.41333585774539
0.2,1.8,0.5,0.4,9.64854663487946
0.2,1.8,0.5,0.5,9.92568644348496
0.2,1.8,0.5,0.6,9.98637857591663
0.2,1.8,0.5,0.7,9.9992182795726
0.2,1.8,0.5,0.8,9.9995908108823
0.2,1.8,0.5,0.9,9.99998927120478
0.2,1.8,0.5,1,9.99995796126041
0.2,1.8,0.6,0.1,8.28716418606608
0.2,1.8,0.6,0.2,8.91676107374451
0.2,1.8,0.6,0.3,9.39426307928976
0.2,1.8,0.6,0.4,9.87477695471396
0.2,1.8,0.6,0.5,9.97065825683667
0.2,1.8,0.6,0.6,9.99536681545036
0.2,1.8,0.6,0.7,9.99986877130865
0.2,1.8,0.6,0.8,9.99945511496359
0.2,1.8,0.6,0.9,9.99998429611601
0.2,1.8,0.6,1,9.99999043286794
0.2,1.8,0.7,0.1,8.37242193129507
0.2,1.8,0.7,0.2,8.92772464205068
0.2,1.8,0.7,0.3,9.60823582306662
0.2,1.8,0.7,0.4,9.87524598097653
0.2,1.8,0.7,0.5,9.96574853419496
0.2,1.8,0.7,0.6,9.99164507188714
0.2,1.8,0.7,0.7,9.99995845620465
0.2,1.8,0.7,0.8,9.9999712892869
0.2,1.8,0.7,0.9,9.99997049802401
0.2,1.8,0.7,1,9.99997646219456
0.2,1.8,0.8,0.1,8.31534617665069
0.2,1.8,0.8,0.2,9.24590600416813
0.2,1.8,0.8,0.3,9.77259392252903
0.2,1.8,0.8,0.4,9.94425919610059
0.2,1.8,0.8,0.5,9.9948824104938
0.2,1.8,0.8,0.6,9.99986270133622
0.2,1.8,0.8,0.7,9.99999461007076
0.2,1.8,0.8,0.8,9.9999964961609
0.2,1.8,0.8,0.9,9.99998227984224
0.2,1.8,0.8,1,9.99998788032079
0.2,1.8,0.9,0.1,8.550166732824
0.2,1.8,0.9,0.2,9.30606563518274
0.2,1.8,0.9,0.3,9.79707393844065
0.2,1.8,0.9,0.4,9.97560262460585
0.2,1.8,0.9,0.5,9.99686141325744
0.2,1.8,0.9,0.6,9.99963568390791
0.2,1.8,0.9,0.7,9.99998962542761
0.2,1.8,0.9,0.8,9.99998171417018
0.2,1.8,0.9,0.9,9.99998319737641
0.2,1.8,0.9,1,9.99995129946982
0.2,1.8,1,0.1,9.03866537150186
0.2,1.8,1,0.2,9.55461689803496
0.2,1.8,1,0.3,9.89626645257289
0.2,1.8,1,0.4,9.98372807957404
0.2,1.8,1,0.5,9.99895750790381
0.2,1.8,1,0.6,9.9999691666543
0.2,1.8,1,0.7,9.99987251415319
0.2,1.8,1,0.8,9.99996652335204
0.2,1.8,1,0.9,9.99997722596442
0.2,1.8,1,1,9.9999828035511
0.2,1.9,0.1,0.1,9.99875485675283
0.2,1.9,0.1,0.2,9.99962637576107
0.2,1.9,0.1,0.3,9.99972254469562
0.2,1.9,0.1,0.4,9.99992298481569
0.2,1.9,0.1,0.5,9.99992161784411
0.2,1.9,0.1,0.6,9.99974193430091
0.2,1.9,0.1,0.7,9.99960864426342
0.2,1.9,0.1,0.8,9.99952755973706
0.2,1.9,0.1,0.9,9.99994898583213
0.2,1.9,0.1,1,9.99993894934378
0.2,1.9,0.2,0.1,9.79385631166685
0.2,1.9,0.2,0.2,9.73351138326576
0.2,1.9,0.2,0.3,9.81490517468609
0.2,1.9,0.2,0.4,9.86555592179018
0.2,1.9,0.2,0.5,9.90001233845253
0.2,1.9,0.2,0.6,9.92301080905471
0.2,1.9,0.2,0.7,9.96670882615112
0.2,1.9,0.2,0.8,9.97925221298111
0.2,1.9,0.2,0.9,9.98170907347237
0.2,1.9,0.2,1,9.99134682614205
0.2,1.9,0.3,0.1,9.24879924971835
0.2,1.9,0.3,0.2,9.30501029357339
0.2,1.9,0.3,0.3,9.5308751882108
0.2,1.9,0.3,0.4,9.62745913211754
0.2,1.9,0.3,0.5,9.74159008382612
0.2,1.9,0.3,0.6,9.86891831690537
0.2,1.9,0.3,0.7,9.96005540296103
0.2,1.9,0.3,0.8,9.96779958995455
0.2,1.9,0.3,0.9,9.99660025153137
0.2,1.9,0.3,1,9.98817942622815
0.2,1.9,0.4,0.1,8.69930574116823
0.2,1.9,0.4,0.2,8.96531853057812
0.2,1.9,0.4,0.3,9.35082582614251
0.2,1.9,0.4,0.4,9.70815955219728
0.2,1.9,0.4,0.5,9.86350106101449
0.2,1.9,0.4,0.6,9.91743428727354
0.2,1.9,0.4,0.7,9.98537563565908
0.2,1.9,0.4,0.8,9.98950203992428
0.2,1.9,0.4,0.9,9.99716941835913
0.2,1.9,0.4,1,9.99941535766284
0.2,1.9,0.5,0.1,8.59933826613937
0.2,1.9,0.5,0.2,8.95130549784679
0.2,1.9,0.5,0.3,9.41333585774539
0.2,1.9,0.5,0.4,9.64854663487946
0.2,1.9,0.5,0.5,9.92568644348496
0.2,1.9,0.5,0.6,9.98637857591663
0.2,1.9,0.5,0.7,9.9992182795726
0.2,1.9,0.5,0.8,9.9995908108823
0.2,1.9,0.5,0.9,9.99998927120478
0.2,1.9,0.5,1,9.99995796126041
0.2,1.9,0.6,0.1,8.28716418606608
0.2,1.9,0.6,0.2,8.91676107374451
0.2,1.9,0.6,0.3,9.39426307928976
0.2,1.9,0.6,0.4,9.87477695471396
0.2,1.9,0.6,0.5,9.97065825683667
0.2,1.9,0.6,0.6,9.99536681545036
0.2,1.9,0.6,0.7,9.99986877130865
0.2,1.9,0.6,0.8,9.99945511496359
0.2,1.9,0.6,0.9,9.99998429611601
0.2,1.9,0.6,1,9.99999043286794
0.2,1.9,0.7,0.1,8.37242193129507
0.2,1.9,0.7,0.2,8.92772464205068
0.2,1.9,0.7,0.3,9.60823582306662
0.2,1.9,0.7,0.4,9.87524598097653
0.2,1.9,0.7,0.5,9.96574853419496
0.2,1.9,0.7,0.6,9.99164507188714
0.2,1.9,0.7,0.7,9.99995845620465
0.2,1.9,0.7,0.8,9.9999712892869
0.2,1.9,0.7,0.9,9.99997049802401
0.2,1.9,0.7,1,9.99997646219456
0.2,1.9,0.8,0.1,8.31534617665069
0.2,1.9,0.8,0.2,9.24590600416813
0.2,1.9,0.8,0.3,9.77259392252903
0.2,1.9,0.8,0.4,9.94425919610059
0.2,1.9,0.8,0.5,9.9948824104938
0.2,1.9,0.8,0.6,9.99986270133622
0.2,1.9,0.8,0.7,9.99999461007076
0.2,1.9,0.8,0.8,9.9999964961609
0.2,1.9,0.8,0.9,9.99998227984224
0.2,1.9,0.8,1,9.99998788032079
0.2,1.9,0.9,0.1,8.550166732824
0.2,1.9,0.9,0.2,9.30606563518274
0.2,1.9,0.9,0.3,9.79707393844065
0.2,1.9,0.9,0.4,9.97560262460585
0.2,1.9,0.9,0.5,9.99686141325744
0.2,1.9,0.9,0.6,9.99963568390791
0.2,1.9,0.9,0.7,9.99998962542761
0.2,1.9,0.9,0.8,9.99998171417018
0.2,1.9,0.9,0.9,9.99998319737641
0.2,1.9,0.9,1,9.99995129946982
0.2,1.9,1,0.1,9.03866537150186
0.2,1.9,1,0.2,9.55461689803496
0.2,1.9,1,0.3,9.89626645257289
0.2,1.9,1,0.4,9.98372807957404
0.2,1.9,1,0.5,9.99895750790381
0.2,1.9,1,0.6,9.9999691666543
0.2,1.9,1,0.7,9.99987251415319
0.2,1.9,1,0.8,9.99996652335204
0.2,1.9,1,0.9,9.99997722596442
0.2,1.9,1,1,9.9999828035511
0.3,1,0.1,0.1,9.99976088007094
0.3,1,0.1,0.2,9.9998976598364
0.3,1,0.1,0.3,9.99984871616144
0.3,1,0.1,0.4,9.99989725371769
0.3,1,0.1,0.5,9.99958950046054
0.3,1,0.1,0.6,9.99816902080344
0.3,1,0.1,0.7,9.99977944248638
0.3,1,0.1,0.8,9.99973601675656
0.3,1,0.1,0.9,9.99916459533132
0.3,1,0.1,1,9.99976938684421
0.3,1,0.2,0.1,9.79596201850486
0.3,1,0.2,0.2,9.79361262757865
0.3,1,0.2,0.3,9.8277774346897
0.3,1,0.2,0.4,9.89722682145401
0.3,1,0.2,0.5,9.89069958491159
0.3,1,0.2,0.6,9.9320400286355
0.3,1,0.2,0.7,9.96676126096202
0.3,1,0.2,0.8,9.97185623713534
0.3,1,0.2,0.9,9.98232408754793
0.3,1,0.2,1,9.99140015237271
0.3,1,0.3,0.1,9.37052163751578
0.3,1,0.3,0.2,9.33638978159919
0.3,1,0.3,0.3,9.5405503465892
0.3,1,0.3,0.4,9.69145301384761
0.3,1,0.3,0.5,9.81334365434434
0.3,1,0.3,0.6,9.8925911601156
0.3,1,0.3,0.7,9.97111473831476
0.3,1,0.3,0.8,9.9742132770186
0.3,1,0.3,0.9,9.99312398833012
0.3,1,0.3,1,9.99912111334801
0.3,1,0.4,0.1,9.11069793239647
0.3,1,0.4,0.2,9.25447362647156
0.3,1,0.4,0.3,9.54590513597182
0.3,1,0.4,0.4,9.69468347956761
0.3,1,0.4,0.5,9.8619850372377
0.3,1,0.4,0.6,9.96891316187397
0.3,1,0.4,0.7,9.98626048171262
0.3,1,0.4,0.8,9.9876153951124
0.3,1,0.4,0.9,9.99870758942217
0.3,1,0.4,1,9.99998188932345
0.3,1,0.5,0.1,9.05399582035254
0.3,1,0.5,0.2,9.31245667930821
0.3,1,0.5,0.3,9.62279268107264
0.3,1,0.5,0.4,9.84970384532438
0.3,1,0.5,0.5,9.94512490514023
0.3,1,0.5,0.6,9.98637727642326
0.3,1,0.5,0.7,9.99735492572926
0.3,1,0.5,0.8,9.99998198739703
0.3,1,0.5,0.9,9.99999166743693
0.3,1,0.5,1,9.99996979309154
0.3,1,0.6,0.1,9.2229282555751
0.3,1,0.6,0.2,9.48151452737217
0.3,1,0.6,0.3,9.8043143778196
0.3,1,0.6,0.4,9.93436921372841
0.3,1,0.6,0.5,9.98935927856976
0.3,1,0.6,0.6,9.99879088417366
0.3,1,0.6,0.7,9.9996097143947
0.3,1,0.6,0.8,9.99997180869038
0.3,1,0.6,0.9,9.9999705155519
0.3,1,0.6,1,9.99998822473248
0.3,1,0.7,0.1,9.40761965531835
0.3,1,0.7,0.2,9.75155825399697
0.3,1,0.7,0.3,9.91062832679585
0.3,1,0.7,0.4,9.96743489200539
0.3,1,0.7,0.5,9.99537683105741
0.3,1,0.7,0.6,9.99973695798614
0.3,1,0.7,0.7,9.99998137014618
0.3,1,0.7,0.8,9.99998199991633
0.3,1,0.7,0.9,9.99998780440853
0.3,1,0.7,1,9.99996947989472
0.3,1,0.8,0.1,9.56930603355074
0.3,1,0.8,0.2,9.78903520184879
0.3,1,0.8,0.3,9.94466104900515
0.3,1,0.8,0.4,9.99270496763839
0.3,1,0.8,0.5,9.99982301857969
0.3,1,0.8,0.6,9.99999099099399
0.3,1,0.8,0.7,9.9999915142758
0.3,1,0.8,0.8,9.99999412830658
0.3,1,0.8,0.9,9.99867071444253
0.3,1,0.8,1,9.99999346999585
0.3,1,0.9,0.1,9.75684664031314
0.3,1,0.9,0.2,9.93484758160085
0.3,1,0.9,0.3,9.97684816120046
0.3,1,0.9,0.4,9.99784883743288
0.3,1,0.9,0.5,9.99994052818986
0.3,1,0.9,0.6,9.99999102836638
0.3,1,0.9,0.7,9.99997363848747
0.3,1,0.9,0.8,9.99996337086427
0.3,1,0.9,0.9,9.99996334769196
0.3,1,0.9,1,9.99997683449479
0.3,1,1,0.1,9.88335068247291
0.3,1,1,0.2,9.97096523962305
0.3,1,1,0.3,9.99707618236363
0.3,1,1,0.4,9.9995997219582
0.3,1,1,0.5,9.99995628068904
0.3,1,1,0.6,9.99997327774037
0.3,1,1,0.7,9.99998084597754
0.3,1,1,0.8,9.99997180279754
0.3,1,1,0.9,9.99997852739136
0.3,1,1,1,9.99995893598843
0.3,1.1,0.1,0.1,9.99976088007094
0.3,1.1,0.1,0.2,9.9998976598364
0.3,1.1,0.1,0.3,9.99984871616144
0.3,1.1,0.1,0.4,9.99989725371769
0.3,1.1,0.1,0.5,9.99958950046054
0.3,1.1,0.1,0.6,9.99816902080344
0.3,1.1,0.1,0.7,9.99977944248638
0.3,1.1,0.1,0.8,9.99973601675656
0.3,1.1,0.1,0.9,9.99916459533132
0.3,1.1,0.1,1,9.99976938684421
0.3,1.1,0.2,0.1,9.79596201850486
0.3,1.1,0.2,0.2,9.79361262757865
0.3,1.1,0.2,0.3,9.8277774346897
0.3,1.1,0.2,0.4,9.89722682145401
0.3,1.1,0.2,0.5,9.89069958491159
0.3,1.1,0.2,0.6,9.9320400286355
0.3,1.1,0.2,0.7,9.96676126096202
0.3,1.1,0.2,0.8,9.97185623713534
0.3,1.1,0.2,0.9,9.98232408754793
0.3,1.1,0.2,1,9.99140015237271
0.3,1.1,0.3,0.1,9.37052163751578
0.3,1.1,0.3,0.2,9.33638978159919
0.3,1.1,0.3,0.3,9.5405503465892
0.3,1.1,0.3,0.4,9.69145301384761
0.3,1.1,0.3,0.5,9.81334365434434
0.3,1.1,0.3,0.6,9.8925911601156
0.3,1.1,0.3,0.7,9.97111473831476
0.3,1.1,0.3,0.8,9.9742132770186
0.3,1.1,0.3,0.9,9.99312398833012
0.3,1.1,0.3,1,9.99912111334801
0.3,1.1,0.4,0.1,9.11069793239647
0.3,1.1,0.4,0.2,9.25447362647156
0.3,1.1,0.4,0.3,9.54590513597182
0.3,1.1,0.4,0.4,9.69468347956761
0.3,1.1,0.4,0.5,9.8619850372377
0.3,1.1,0.4,0.6,9.96891316187397
0.3,1.1,0.4,0.7,9.98626048171262
0.3,1.1,0.4,0.8,9.9876153951124
0.3,1.1,0.4,0.9,9.99870758942217
0.3,1.1,0.4,1,9.99998188932345
0.3,1.1,0.5,0.1,9.05399582035254
0.3,1.1,0.5,0.2,9.31245667930821
0.3,1.1,0.5,0.3,9.62279268107264
0.3,1.1,0.5,0.4,9.84970384532438
0.3,1.1,0.5,0.5,9.94512490514023
0.3,1.1,0.5,0.6,9.98637727642326
0.3,1.1,0.5,0.7,9.99735492572926
0.3,1.1,0.5,0.8,9.99998198739703
0.3,1.1,0.5,0.9,9.99999166743693
0.3,1.1,0.5,1,9.99996979309154
0.3,1.1,0.6,0.1,9.2229282555751
0.3,1.1,0.6,0.2,9.48151452737217
0.3,1.1,0.6,0.3,9.8043143778196
0.3,1.1,0.6,0.4,9.93436921372841
0.3,1.1,0.6,0.5,9.98935927856976
0.3,1.1,0.6,0.6,9.99879088417366
0.3,1.1,0.6,0.7,9.9996097143947
0.3,1.1,0.6,0.8,9.99997180869038
0.3,1.1,0.6,0.9,9.9999705155519
0.3,1.1,0.6,1,9.99998822473248
0.3,1.1,0.7,0.1,9.40761965531835
0.3,1.1,0.7,0.2,9.75155825399697
0.3,1.1,0.7,0.3,9.91062832679585
0.3,1.1,0.7,0.4,9.96743489200539
0.3,1.1,0.7,0.5,9.99537683105741
0.3,1.1,0.7,0.6,9.99973695798614
0.3,1.1,0.7,0.7,9.99998137014618
0.3,1.1,0.7,0.8,9.99998199991633
0.3,1.1,0.7,0.9,9.99998780440853
0.3,1.1,0.7,1,9.99996947989472
0.3,1.1,0.8,0.1,9.56930603355074
0.3,1.1,0.8,0.2,9.78903520184879
0.3,1.1,0.8,0.3,9.94466104900515
0.3,1.1,0.8,0.4,9.99270496763839
0.3,1.1,0.8,0.5,9.99982301857969
0.3,1.1,0.8,0.6,9.99999099099399
0.3,1.1,0.8,0.7,9.9999915142758
0.3,1.1,0.8,0.8,9.99999412830658
0.3,1.1,0.8,0.9,9.99867071444253
0.3,1.1,0.8,1,9.99999346999585
0.3,1.1,0.9,0.1,9.75684664031314
0.3,1.1,0.9,0.2,9.93484758160085
0.3,1.1,0.9,0.3,9.97684816120046
0.3,1.1,0.9,0.4,9.99784883743288
0.3,1.1,0.9,0.5,9.99994052818986
0.3,1.1,0.9,0.6,9.99999102836638
0.3,1.1,0.9,0.7,9.99997363848747
0.3,1.1,0.9,0.8,9.99996337086427
0.3,1.1,0.9,0.9,9.99996334769196
0.3,1.1,0.9,1,9.99997683449479
0.3,1.1,1,0.1,9.88335068247291
0.3,1.1,1,0.2,9.97096523962305
0.3,1.1,1,0.3,9.99707618236363
0.3,1.1,1,0.4,9.9995997219582
0.3,1.1,1,0.5,9.99995628068904
0.3,1.1,1,0.6,9.99997327774037
0.3,1.1,1,0.7,9.99998084597754
0.3,1.1,1,0.8,9.99997180279754
0.3,1.1,1,0.9,9.99997852739136
0.3,1.1,1,1,9.99995893598843
0.3,1.2,0.1,0.1,9.99976088007094
0.3,1.2,0.1,0.2,9.9998976598364
0.3,1.2,0.1,0.3,9.99984871616144
0.3,1.2,0.1,0.4,9.99989725371769
0.3,1.2,0.1,0.5,9.99958950046054
0.3,1.2,0.1,0.6,9.99816902080344
0.3,1.2,0.1,0.7,9.99977944248638
0.3,1.2,0.1,0.8,9.99973601675656
0.3,1.2,0.1,0.9,9.99916459533132
0.3,1.2,0.1,1,9.99976938684421
0.3,1.2,0.2,0.1,9.79596201850486
0.3,1.2,0.2,0.2,9.79361262757865
0.3,1.2,0.2,0.3,9.8277774346897
0.3,1.2,0.2,0.4,9.89722682145401
0.3,1.2,0.2,0.5,9.89069958491159
0.3,1.2,0.2,0.6,9.9320400286355
0.3,1.2,0.2,0.7,9.96676126096202
0.3,1.2,0.2,0.8,9.97185623713534
0.3,1.2,0.2,0.9,9.98232408754793
0.3,1.2,0.2,1,9.99140015237271
0.3,1.2,0.3,0.1,9.37052163751578
0.3,1.2,0.3,0.2,9.33638978159919
0.3,1.2,0.3,0.3,9.5405503465892
0.3,1.2,0.3,0.4,9.69145301384761
0.3,1.2,0.3,0.5,9.81334365434434
0.3,1.2,0.3,0.6,9.8925911601156
0.3,1.2,0.3,0.7,9.97111473831476
0.3,1.2,0.3,0.8,9.9742132770186
0.3,1.2,0.3,0.9,9.99312398833012
0.3,1.2,0.3,1,9.99912111334801
0.3,1.2,0.4,0.1,9.11069793239647
0.3,1.2,0.4,0.2,9.25447362647156
0.3,1.2,0.4,0.3,9.54590513597182
0.3,1.2,0.4,0.4,9.69468347956761
0.3,1.2,0.4,0.5,9.8619850372377
0.3,1.2,0.4,0.6,9.96891316187397
0.3,1.2,0.4,0.7,9.98626048171262
0.3,1.2,0.4,0.8,9.9876153951124
0.3,1.2,0.4,0.9,9.99870758942217
0.3,1.2,0.4,1,9.99998188932345
0.3,1.2,0.5,0.1,9.05399582035254
0.3,1.2,0.5,0.2,9.31245667930821
0.3,1.2,0.5,0.3,9.62279268107264
0.3,1.2,0.5,0.4,9.84970384532438
0.3,1.2,0.5,0.5,9.94512490514023
0.3,1.2,0.5,0.6,9.98637727642326
0.3,1.2,0.5,0.7,9.99735492572926
0.3,1.2,0.5,0.8,9.99998198739703
0.3,1.2,0.5,0.9,9.99999166743693
0.3,1.2,0.5,1,9.99996979309154
0.3,1.2,0.6,0.1,9.2229282555751
0.3,1.2,0.6,0.2,9.48151452737217
0.3,1.2,0.6,0.3,9.8043143778196
0.3,1.2,0.6,0.4,9.93436921372841
0.3,1.2,0.6,0.5,9.98935927856976
0.3,1.2,0.6,0.6,9.99879088417366
0.3,1.2,0.6,0.7,9.9996097143947
