p_mutation,sigma_start,Tau_prime_scale,tau_scale,score
0.4,1.9,0.4,0.1,9.41795487585124
0.4,1.9,0.4,0.2,9.53125593774149
0.4,1.9,0.4,0.3,9.73597572765455
0.4,1.9,0.4,0.4,9.83087538647864
0.4,1.9,0.4,0.5,9.91025628800441
0.4,1.9,0.4,0.6,9.97735947527165
0.4,1.9,0.4,0.7,9.99387939463807
0.4,1.9,0.4,0.8,9.99945902218231
0.4,1.9,0.4,0.9,9.99989998467575
0.4,1.9,0.4,1,9.99996263216409
0.4,1.9,0.5,0.1,9.50619530962384
0.4,1.9,0.5,0.2,9.74907808134922
0.4,1.9,0.5,0.3,9.80622019788673
0.4,1.9,0.5,0.4,9.95764569635825
0.4,1.9,0.5,0.5,9.98682561072254
0.4,1.9,0.5,0.6,9.9986601130598
0.4,1.9,0.5,0.7,9.9981111197907
0.4,1.9,0.5,0.8,9.99998148641201
0.4,1.9,0.5,0.9,9.99996357928277
0.4,1.9,0.5,1,9.99997792052521
0.4,1.9,0.6,0.1,9.69741229529928
0.4,1.9,0.6,0.2,9.83716077277499
0.4,1.9,0.6,0.3,9.93819364249479
0.4,1.9,0.6,0.4,9.97862554993094
0.4,1.9,0.6,0.5,9.99777933178904
0.4,1.9,0.6,0.6,9.99935391055619
0.4,1.9,0.6,0.7,9.99995870087177
0.4,1.9,0.6,0.8,9.99997845988941
0.4,1.9,0.6,0.9,9.99998735604747
0.4,1.9,0.6,1,9.99998879494391
0.4,1.9,0.7,0.1,9.91041836868742
0.4,1.9,0.7,0.2,9.94172246602874
0.4,1.9,0.7,0.3,9.98607301887209
0.4,1.9,0.7,0.4,9.99548254560657
0.4,1.9,0.7,0.5,9.9996270937845
0.4,1.9,0.7,0.6,9.99996733756701
0.4,1.9,0.7,0.7,9.99997620124284
0.4,1.9,0.7,0.8,9.99998585794026
0.4,1.9,0.7,0.9,9.99997501500182
0.4,1.9,0.7,1,9.99998374644634
0.4,1.9,0.8,0.1,9.95105333107077
0.4,1.9,0.8,0.2,9.97177768637017
0.4,1.9,0.8,0.3,9.99740226112676
0.4,1.9,0.8,0.4,9.99792722731857
0.4,1.9,0.8,0.5,9.99998359607308
0.4,1.9,0.8,0.6,9.99998629099393
0.4,1.9,0.8,0.7,9.99998512052771
0.4,1.9,0.8,0.8,9.99998644660078
0.4,1.9,0.8,0.9,9.99998921097403
0.4,1.9,0.8,1,9.99998859168477
0.4,1.9,0.9,0.1,9.9887811645033
0.4,1.9,0.9,0.2,9.99355062166745
0.4,1.9,0.9,0.3,9.99994572072173
0.4,1.9,0.9,0.4,9.99998972135132
0.4,1.9,0.9,0.5,9.99997315214459
0.4,1.9,0.9,0.6,9.99999113220524
0.4,1.9,0.9,0.7,9.99997923240015
0.4,1.9,0.9,0.8,9.9999852632805
0.4,1.9,0.9,0.9,9.99997259088039
0.4,1.9,0.9,1,9.9999768090994
0.4,1.9,1,0.1,9.99848013546485
0.4,1.9,1,0.2,9.99998883584589
0.4,1.9,1,0.3,9.99916913077587
0.4,1.9,1,0.4,9.99999018422645
0.4,1.9,1,0.5,9.99999434410468
0.4,1.9,1,0.6,9.9999779738096
0.4,1.9,1,0.7,9.99996963544294
0.4,1.9,1,0.8,9.99998616334168
0.4,1.9,1,0.9,9.9999829105155
0.4,1.9,1,1,9.99997149011133
0.5,1,0.1,0.1,9.99988807011396
0.5,1,0.1,0.2,9.99974824404367
0.5,1,0.1,0.3,9.99986504338666
0.5,1,0.1,0.4,9.99969265093713
0.5,1,0.1,0.5,9.99971268734645
0.5,1,0.1,0.6,9.99995517208678
0.5,1,0.1,0.7,9.99952508155492
0.5,1,0.1,0.8,9.99983624350477
0.5,1,0.1,0.9,9.99976343606112
0.5,1,0.1,1,9.99986321250576
0.5,1,0.2,0.1,9.82752452756018
0.5,1,0.2,0.2,9.84673126547749
0.5,1,0.2,0.3,9.8746065124915
0.5,1,0.2,0.4,9.90084380713287
0.5,1,0.2,0.5,9.93346349100927
0.5,1,0.2,0.6,9.97106779626136
0.5,1,0.2,0.7,9.9597159432795
0.5,1,0.2,0.8,9.98292095539723
0.5,1,0.2,0.9,9.97453279463722
0.5,1,0.2,1,9.99468940569627
0.5,1,0.3,0.1,9.56146376587604
0.5,1,0.3,0.2,9.73228068687897
0.5,1,0.3,0.3,9.78488929345727
0.5,1,0.3,0.4,9.84566607420245
0.5,1,0.3,0.5,9.88061726698251
0.5,1,0.3,0.6,9.94811881816646
0.5,1,0.3,0.7,9.97631919286567
0.5,1,0.3,0.8,9.9904263647202
0.5,1,0.3,0.9,9.99684344648038
0.5,1,0.3,1,9.99852418148084
0.5,1,0.4,0.1,9.65937519812642
0.5,1,0.4,0.2,9.75605773997299
0.5,1,0.4,0.3,9.84731312946835
0.5,1,0.4,0.4,9.9067244692857
0.5,1,0.4,0.5,9.97309362902623
0.5,1,0.4,0.6,9.97734711592981
0.5,1,0.4,0.7,9.99564202367057
0.5,1,0.4,0.8,9.99856723175735
0.5,1,0.4,0.9,9.99807520859455
0.5,1,0.4,1,9.9999650867278
0.5,1,0.5,0.1,9.80546852529848
0.5,1,0.5,0.2,9.90781181984318
0.5,1,0.5,0.3,9.95735871862177
0.5,1,0.5,0.4,9.97562711432086
0.5,1,0.5,0.5,9.99721019565976
0.5,1,0.5,0.6,9.99927845305703
0.5,1,0.5,0.7,9.99998199899316
0.5,1,0.5,0.8,9.99996350443754
0.5,1,0.5,0.9,9.99997449071025
0.5,1,0.5,1,9.99998415227136
0.5,1,0.6,0.1,9.95310430264942
0.5,1,0.6,0.2,9.97936441684171
0.5,1,0.6,0.3,9.99128441741977
0.5,1,0.6,0.4,9.99965089462613
0.5,1,0.6,0.5,9.99862561755415
0.5,1,0.6,0.6,9.99998706947497
0.5,1,0.6,0.7,9.99998480510519
0.5,1,0.6,0.8,9.99998665692345
0.5,1,0.6,0.9,9.99998600049079
0.5,1,0.6,1,9.99999210022272
0.5,1,0.7,0.1,9.98170363326288
0.5,1,0.7,0.2,9.9950517325989
0.5,1,0.7,0.3,9.99959423045063
0.5,1,0.7,0.4,9.99973415634869
0.5,1,0.7,0.5,9.99999483113059
0.5,1,0.7,0.6,9.99998455162161
0.5,1,0.7,0.7,9.99999232405338
0.5,1,0.7,0.8,9.99998704236582
0.5,1,0.7,0.9,9.9999929205458
0.5,1,0.7,1,9.99998156274777
0.5,1,0.8,0.1,9.99931070727225
0.5,1,0.8,0.2,9.9997997273687
0.5,1,0.8,0.3,9.99984876323066
0.5,1,0.8,0.4,9.99998755880622
0.5,1,0.8,0.5,9.99998821401295
0.5,1,0.8,0.6,9.99996026442839
0.5,1,0.8,0.7,9.99998771213604
0.5,1,0.8,0.8,9.99998760371261
0.5,1,0.8,0.9,9.99999088735223
0.5,1,0.8,1,9.99997982198618
0.5,1,0.9,0.1,9.99998248284087
0.5,1,0.9,0.2,9.99998492472239
0.5,1,0.9,0.3,9.99999555524776
0.5,1,0.9,0.4,9.99999308426183
0.5,1,0.9,0.5,9.99999125435428
0.5,1,0.9,0.6,9.99999341252616
0.5,1,0.9,0.7,9.99996994068507
0.5,1,0.9,0.8,9.99997646190496
0.5,1,0.9,0.9,9.99999019617862
0.5,1,0.9,1,9.99997391264732
0.5,1,1,0.1,9.99999060423154
0.5,1,1,0.2,9.99999312274297
0.5,1,1,0.3,9.99997973843275
0.5,1,1,0.4,9.99998450422749
0.5,1,1,0.5,9.99998764015833
0.5,1,1,0.6,9.99997985630718
0.5,1,1,0.7,9.99997873992272
0.5,1,1,0.8,9.99996136052975
0.5,1,1,0.9,9.99997874469494
0.5,1,1,1,9.9999854403456
0.5,1.1,0.1,0.1,9.99988807011396
0.5,1.1,0.1,0.2,9.99974824404367
0.5,1.1,0.1,0.3,9.99986504338666
0.5,1.1,0.1,0.4,9.99969265093713
0.5,1.1,0.1,0.5,9.99971268734645
0.5,1.1,0.1,0.6,9.99995517208678
0.5,1.1,0.1,0.7,9.99952508155492
0.5,1.1,0.1,0.8,9.99983624350477
0.5,1.1,0.1,0.9,9.99976343606112
0.5,1.1,0.1,1,9.99986321250576
0.5,1.1,0.2,0.1,9.82752452756018
0.5,1.1,0.2,0.2,9.84673126547749
0.5,1.1,0.2,0.3,9.8746065124915
0.5,1.1,0.2,0.4,9.90084380713287
0.5,1.1,0.2,0.5,9.93346349100927
0.5,1.1,0.2,0.6,9.97106779626136
0.5,1.1,0.2,0.7,9.9597159432795
0.5,1.1,0.2,0.8,9.98292095539723
0.5,1.1,0.2,0.9,9.97453279463722
0.5,1.1,0.2,1,9.99468940569627
0.5,1.1,0.3,0.1,9.56146376587604
0.5,1.1,0.3,0.2,9.73228068687897
0.5,1.1,0.3,0.3,9.78488929345727
0.5,1.1,0.3,0.4,9.84566607420245
0.5,1.1,0.3,0.5,9.88061726698251
0.5,1.1,0.3,0.6,9.94811881816646
0.5,1.1,0.3,0.7,9.97631919286567
0.5,1.1,0.3,0.8,9.9904263647202
0.5,1.1,0.3,0.9,9.99684344648038
0.5,1.1,0.3,1,9.99852418148084
0.5,1.1,0.4,0.1,9.65937519812642
0.5,1.1,0.4,0.2,9.75605773997299
0.5,1.1,0.4,0.3,9.84731312946835
0.5,1.1,0.4,0.4,9.9067244692857
0.5,1.1,0.4,0.5,9.97309362902623
0.5,1.1,0.4,0.6,9.97734711592981
0.5,1.1,0.4,0.7,9.99564202367057
0.5,1.1,0.4,0.8,9.99856723175735
0.5,1.1,0.4,0.9,9.99807520859455
0.5,1.1,0.4,1,9.9999650867278
0.5,1.1,0.5,0.1,9.80546852529848
0.5,1.1,0.5,0.2,9.90781181984318
0.5,1.1,0.5,0.3,9.95735871862177
0.5,1.1,0.5,0.4,9.97562711432086
0.5,1.1,0.5,0.5,9.99721019565976
0.5,1.1,0.5,0.6,9.99927845305703
0.5,1.1,0.5,0.7,9.99998199899316
0.5,1.1,0.5,0.8,9.99996350443754
0.5,1.1,0.5,0.9,9.99997449071025
0.5,1.1,0.5,1,9.99998415227136
0.5,1.1,0.6,0.1,9.95310430264942
0.5,1.1,0.6,0.2,9.97936441684171
0.5,1.1,0.6,0.3,9.99128441741977
0.5,1.1,0.6,0.4,9.99965089462613
0.5,1.1,0.6,0.5,9.99862561755415
0.5,1.1,0.6,0.6,9.99998706947497
0.5,1.1,0.6,0.7,9.99998480510519
0.5,1.1,0.6,0.8,9.99998665692345
0.5,1.1,0.6,0.9,9.99998600049079
0.5,1.1,0.6,1,9.99999210022272
0.5,1.1,0.7,0.1,9.98170363326288
0.5,1.1,0.7,0.2,9.9950517325989
0.5,1.1,0.7,0.3,9.99959423045063
0.5,1.1,0.7,0.4,9.99973415634869
0.5,1.1,0.7,0.5,9.99999483113059
0.5,1.1,0.7,0.6,9.99998455162161
0.5,1.1,0.7,0.7,9.99999232405338
0.5,1.1,0.7,0.8,9.99998704236582
0.5,1.1,0.7,0.9,9.9999929205458
0.5,1.1,0.7,1,9.99998156274777
0.5,1.1,0.8,0.1,9.99931070727225
0.5,1.1,0.8,0.2,9.9997997273687
0.5,1.1,0.8,0.3,9.99984876323066
0.5,1.1,0.8,0.4,9.99998755880622
0.5,1.1,0.8,0.5,9.99998821401295
0.5,1.1,0.8,0.6,9.99996026442839
0.5,1.1,0.8,0.7,9.99998771213604
0.5,1.1,0.8,0.8,9.99998760371261
0.5,1.1,0.8,0.9,9.99999088735223
0.5,1.1,0.8,1,9.99997982198618
0.5,1.1,0.9,0.1,9.99998248284087
0.5,1.1,0.9,0.2,9.99998492472239
0.5,1.1,0.9,0.3,9.99999555524776
0.5,1.1,0.9,0.4,9.99999308426183
0.5,1.1,0.9,0.5,9.99999125435428
0.5,1.1,0.9,0.6,9.99999341252616
0.5,1.1,0.9,0.7,9.99996994068507
0.5,1.1,0.9,0.8,9.99997646190496
0.5,1.1,0.9,0.9,9.99999019617862
0.5,1.1,0.9,1,9.99997391264732
0.5,1.1,1,0.1,9.99999060423154
0.5,1.1,1,0.2,9.99999312274297
0.5,1.1,1,0.3,9.99997973843275
0.5,1.1,1,0.4,9.99998450422749
0.5,1.1,1,0.5,9.99998764015833
0.5,1.1,1,0.6,9.99997985630718
0.5,1.1,1,0.7,9.99997873992272
0.5,1.1,1,0.8,9.99996136052975
0.5,1.1,1,0.9,9.99997874469494
0.5,1.1,1,1,9.9999854403456
0.5,1.2,0.1,0.1,9.99988807011396
0.5,1.2,0.1,0.2,9.99974824404367
0.5,1.2,0.1,0.3,9.99986504338666
0.5,1.2,0.1,0.4,9.99969265093713
0.5,1.2,0.1,0.5,9.99971268734645
0.5,1.2,0.1,0.6,9.99995517208678
0.5,1.2,0.1,0.7,9.99952508155492
0.5,1.2,0.1,0.8,9.99983624350477
0.5,1.2,0.1,0.9,9.99976343606112
0.5,1.2,0.1,1,9.99986321250576
0.5,1.2,0.2,0.1,9.82752452756018
0.5,1.2,0.2,0.2,9.84673126547749
0.5,1.2,0.2,0.3,9.8746065124915
0.5,1.2,0.2,0.4,9.90084380713287
0.5,1.2,0.2,0.5,9.93346349100927
0.5,1.2,0.2,0.6,9.97106779626136
0.5,1.2,0.2,0.7,9.9597159432795
0.5,1.2,0.2,0.8,9.98292095539723
0.5,1.2,0.2,0.9,9.97453279463722
0.5,1.2,0.2,1,9.99468940569627
0.5,1.2,0.3,0.1,9.56146376587604
0.5,1.2,0.3,0.2,9.73228068687897
0.5,1.2,0.3,0.3,9.78488929345727
0.5,1.2,0.3,0.4,9.84566607420245
0.5,1.2,0.3,0.5,9.88061726698251
0.5,1.2,0.3,0.6,9.94811881816646
0.5,1.2,0.3,0.7,9.97631919286567
0.5,1.2,0.3,0.8,9.9904263647202
0.5,1.2,0.3,0.9,9.99684344648038
0.5,1.2,0.3,1,9.99852418148084
0.5,1.2,0.4,0.1,9.65937519812642
0.5,1.2,0.4,0.2,9.75605773997299
0.5,1.2,0.4,0.3,9.84731312946835
0.5,1.2,0.4,0.4,9.9067244692857
0.5,1.2,0.4,0.5,9.97309362902623
0.5,1.2,0.4,0.6,9.97734711592981
0.5,1.2,0.4,0.7,9.99564202367057
0.5,1.2,0.4,0.8,9.99856723175735
0.5,1.2,0.4,0.9,9.99807520859455
0.5,1.2,0.4,1,9.9999650867278
0.5,1.2,0.5,0.1,9.80546852529848
0.5,1.2,0.5,0.2,9.90781181984318
0.5,1.2,0.5,0.3,9.95735871862177
0.5,1.2,0.5,0.4,9.97562711432086
0.5,1.2,0.5,0.5,9.99721019565976
0.5,1.2,0.5,0.6,9.99927845305703
0.5,1.2,0.5,0.7,9.99998199899316
0.5,1.2,0.5,0.8,9.99996350443754
0.5,1.2,0.5,0.9,9.99997449071025
0.5,1.2,0.5,1,9.99998415227136
0.5,1.2,0.6,0.1,9.95310430264942
0.5,1.2,0.6,0.2,9.97936441684171
0.5,1.2,0.6,0.3,9.99128441741977
0.5,1.2,0.6,0.4,9.99965089462613
0.5,1.2,0.6,0.5,9.99862561755415
0.5,1.2,0.6,0.6,9.99998706947497
0.5,1.2,0.6,0.7,9.99998480510519
0.5,1.2,0.6,0.8,9.99998665692345
0.5,1.2,0.6,0.9,9.99998600049079
0.5,1.2,0.6,1,9.99999210022272
0.5,1.2,0.7,0.1,9.98170363326288
0.5,1.2,0.7,0.2,9.9950517325989
0.5,1.2,0.7,0.3,9.99959423045063
0.5,1.2,0.7,0.4,9.99973415634869
0.5,1.2,0.7,0.5,9.99999483113059
0.5,1.2,0.7,0.6,9.99998455162161
0.5,1.2,0.7,0.7,9.99999232405338
0.5,1.2,0.7,0.8,9.99998704236582
0.5,1.2,0.7,0.9,9.9999929205458
0.5,1.2,0.7,1,9.99998156274777
0.5,1.2,0.8,0.1,9.99931070727225
0.5,1.2,0.8,0.2,9.9997997273687
0.5,1.2,0.8,0.3,9.99984876323066
0.5,1.2,0.8,0.4,9.99998755880622
0.5,1.2,0.8,0.5,9.99998821401295
0.5,1.2,0.8,0.6,9.99996026442839
0.5,1.2,0.8,0.7,9.99998771213604
0.5,1.2,0.8,0.8,9.99998760371261
0.5,1.2,0.8,0.9,9.99999088735223
0.5,1.2,0.8,1,9.99997982198618
0.5,1.2,0.9,0.1,9.99998248284087
0.5,1.2,0.9,0.2,9.99998492472239
0.5,1.2,0.9,0.3,9.99999555524776
0.5,1.2,0.9,0.4,9.99999308426183
0.5,1.2,0.9,0.5,9.99999125435428
0.5,1.2,0.9,0.6,9.99999341252616
0.5,1.2,0.9,0.7,9.99996994068507
0.5,1.2,0.9,0.8,9.99997646190496
0.5,1.2,0.9,0.9,9.99999019617862
0.5,1.2,0.9,1,9.99997391264732
0.5,1.2,1,0.1,9.99999060423154
0.5,1.2,1,0.2,9.99999312274297
0.5,1.2,1,0.3,9.99997973843275
0.5,1.2,1,0.4,9.99998450422749
0.5,1.2,1,0.5,9.99998764015833
0.5,1.2,1,0.6,9.99997985630718
0.5,1.2,1,0.7,9.99997873992272
0.5,1.2,1,0.8,9.99996136052975
0.5,1.2,1,0.9,9.99997874469494
0.5,1.2,1,1,9.9999854403456
0.5,1.3,0.1,0.1,9.99988807011396
0.5,1.3,0.1,0.2,9.99974824404367
0.5,1.3,0.1,0.3,9.99986504338666
0.5,1.3,0.1,0.4,9.99969265093713
0.5,1.3,0.1,0.5,9.99971268734645
0.5,1.3,0.1,0.6,9.99995517208678
0.5,1.3,0.1,0.7,9.99952508155492
0.5,1.3,0.1,0.8,9.99983624350477
0.5,1.3,0.1,0.9,9.99976343606112
0.5,1.3,0.1,1,9.99986321250576
0.5,1.3,0.2,0.1,9.82752452756018
0.5,1.3,0.2,0.2,9.84673126547749
0.5,1.3,0.2,0.3,9.8746065124915
0.5,1.3,0.2,0.4,9.90084380713287
0.5,1.3,0.2,0.5,9.93346349100927
0.5,1.3,0.2,0.6,9.97106779626136
0.5,1.3,0.2,0.7,9.9597159432795
0.5,1.3,0.2,0.8,9.98292095539723
0.5,1.3,0.2,0.9,9.97453279463722
0.5,1.3,0.2,1,9.99468940569627
0.5,1.3,0.3,0.1,9.56146376587604
0.5,1.3,0.3,0.2,9.73228068687897
0.5,1.3,0.3,0.3,9.78488929345727
0.5,1.3,0.3,0.4,9.84566607420245
0.5,1.3,0.3,0.5,9.88061726698251
0.5,1.3,0.3,0.6,9.94811881816646
0.5,1.3,0.3,0.7,9.97631919286567
0.5,1.3,0.3,0.8,9.9904263647202
0.5,1.3,0.3,0.9,9.99684344648038
0.5,1.3,0.3,1,9.99852418148084
0.5,1.3,0.4,0.1,9.65937519812642
0.5,1.3,0.4,0.2,9.75605773997299
0.5,1.3,0.4,0.3,9.84731312946835
0.5,1.3,0.4,0.4,9.9067244692857
0.5,1.3,0.4,0.5,9.97309362902623
0.5,1.3,0.4,0.6,9.97734711592981
0.5,1.3,0.4,0.7,9.99564202367057
0.5,1.3,0.4,0.8,9.99856723175735
0.5,1.3,0.4,0.9,9.99807520859455
0.5,1.3,0.4,1,9.9999650867278
0.5,1.3,0.5,0.1,9.80546852529848
0.5,1.3,0.5,0.2,9.90781181984318
0.5,1.3,0.5,0.3,9.95735871862177
0.5,1.3,0.5,0.4,9.97562711432086
0.5,1.3,0.5,0.5,9.99721019565976
0.5,1.3,0.5,0.6,9.99927845305703
0.5,1.3,0.5,0.7,9.99998199899316
0.5,1.3,0.5,0.8,9.99996350443754
0.5,1.3,0.5,0.9,9.99997449071025
0.5,1.3,0.5,1,9.99998415227136
0.5,1.3,0.6,0.1,9.95310430264942
0.5,1.3,0.6,0.2,9.97936441684171
0.5,1.3,0.6,0.3,9.99128441741977
0.5,1.3,0.6,0.4,9.99965089462613
0.5,1.3,0.6,0.5,9.99862561755415
0.5,1.3,0.6,0.6,9.99998706947497
0.5,1.3,0.6,0.7,9.99998480510519
0.5,1.3,0.6,0.8,9.99998665692345
0.5,1.3,0.6,0.9,9.99998600049079
0.5,1.3,0.6,1,9.99999210022272
0.5,1.3,0.7,0.1,9.98170363326288
0.5,1.3,0.7,0.2,9.9950517325989
0.5,1.3,0.7,0.3,9.99959423045063
0.5,1.3,0.7,0.4,9.99973415634869
0.5,1.3,0.7,0.5,9.99999483113059
0.5,1.3,0.7,0.6,9.99998455162161
0.5,1.3,0.7,0.7,9.99999232405338
0.5,1.3,0.7,0.8,9.99998704236582
0.5,1.3,0.7,0.9,9.9999929205458
0.5,1.3,0.7,1,9.99998156274777
0.5,1.3,0.8,0.1,9.99931070727225
0.5,1.3,0.8,0.2,9.9997997273687
0.5,1.3,0.8,0.3,9.99984876323066
0.5,1.3,0.8,0.4,9.99998755880622
0.5,1.3,0.8,0.5,9.99998821401295
0.5,1.3,0.8,0.6,9.99996026442839
0.5,1.3,0.8,0.7,9.99998771213604
0.5,1.3,0.8,0.8,9.99998760371261
0.5,1.3,0.8,0.9,9.99999088735223
0.5,1.3,0.8,1,9.99997982198618
0.5,1.3,0.9,0.1,9.99998248284087
0.5,1.3,0.9,0.2,9.99998492472239
0.5,1.3,0.9,0.3,9.99999555524776
0.5,1.3,0.9,0.4,9.99999308426183
0.5,1.3,0.9,0.5,9.99999125435428
0.5,1.3,0.9,0.6,9.99999341252616
0.5,1.3,0.9,0.7,9.99996994068507
0.5,1.3,0.9,0.8,9.99997646190496
0.5,1.3,0.9,0.9,9.99999019617862
0.5,1.3,0.9,1,9.99997391264732
0.5,1.3,1,0.1,9.99999060423154
0.5,1.3,1,0.2,9.99999312274297
0.5,1.3,1,0.3,9.99997973843275
0.5,1.3,1,0.4,9.99998450422749
0.5,1.3,1,0.5,9.99998764015833
0.5,1.3,1,0.6,9.99997985630718
0.5,1.3,1,0.7,9.99997873992272
0.5,1.3,1,0.8,9.99996136052975
0.5,1.3,1,0.9,9.99997874469494
0.5,1.3,1,1,9.9999854403456
0.5,1.4,0.1,0.1,9.99988807011396
0.5,1.4,0.1,0.2,9.99974824404367
0.5,1.4,0.1,0.3,9.99986504338666
0.5,1.4,0.1,0.4,9.99969265093713
0.5,1.4,0.1,0.5,9.99971268734645
0.5,1.4,0.1,0.6,9.99995517208678
0.5,1.4,0.1,0.7,9.99952508155492
0.5,1.4,0.1,0.8,9.99983624350477
0.5,1.4,0.1,0.9,9.99976343606112
0.5,1.4,0.1,1,9.99986321250576
0.5,1.4,0.2,0.1,9.82752452756018
0.5,1.4,0.2,0.2,9.84673126547749
0.5,1.4,0.2,0.3,9.8746065124915
0.5,1.4,0.2,0.4,9.90084380713287
0.5,1.4,0.2,0.5,9.93346349100927
0.5,1.4,0.2,0.6,9.97106779626136
0.5,1.4,0.2,0.7,9.9597159432795
0.5,1.4,0.2,0.8,9.98292095539723
0.5,1.4,0.2,0.9,9.97453279463722
0.5,1.4,0.2,1,9.99468940569627
0.5,1.4,0.3,0.1,9.56146376587604
0.5,1.4,0.3,0.2,9.73228068687897
0.5,1.4,0.3,0.3,9.78488929345727
0.5,1.4,0.3,0.4,9.84566607420245
0.5,1.4,0.3,0.5,9.88061726698251
0.5,1.4,0.3,0.6,9.94811881816646
0.5,1.4,0.3,0.7,9.97631919286567
0.5,1.4,0.3,0.8,9.9904263647202
0.5,1.4,0.3,0.9,9.99684344648038
0.5,1.4,0.3,1,9.99852418148084
0.5,1.4,0.4,0.1,9.65937519812642
0.5,1.4,0.4,0.2,9.75605773997299
0.5,1.4,0.4,0.3,9.84731312946835
0.5,1.4,0.4,0.4,9.9067244692857
0.5,1.4,0.4,0.5,9.97309362902623
0.5,1.4,0.4,0.6,9.97734711592981
0.5,1.4,0.4,0.7,9.99564202367057
0.5,1.4,0.4,0.8,9.99856723175735
0.5,1.4,0.4,0.9,9.99807520859455
0.5,1.4,0.4,1,9.9999650867278
0.5,1.4,0.5,0.1,9.80546852529848
0.5,1.4,0.5,0.2,9.90781181984318
0.5,1.4,0.5,0.3,9.95735871862177
0.5,1.4,0.5,0.4,9.97562711432086
0.5,1.4,0.5,0.5,9.99721019565976
0.5,1.4,0.5,0.6,9.99927845305703
0.5,1.4,0.5,0.7,9.99998199899316
0.5,1.4,0.5,0.8,9.99996350443754
0.5,1.4,0.5,0.9,9.99997449071025
0.5,1.4,0.5,1,9.99998415227136
0.5,1.4,0.6,0.1,9.95310430264942
0.5,1.4,0.6,0.2,9.97936441684171
0.5,1.4,0.6,0.3,9.99128441741977
0.5,1.4,0.6,0.4,9.99965089462613
0.5,1.4,0.6,0.5,9.99862561755415
0.5,1.4,0.6,0.6,9.99998706947497
0.5,1.4,0.6,0.7,9.99998480510519
0.5,1.4,0.6,0.8,9.99998665692345
0.5,1.4,0.6,0.9,9.99998600049079
0.5,1.4,0.6,1,9.99999210022272
0.5,1.4,0.7,0.1,9.98170363326288
0.5,1.4,0.7,0.2,9.9950517325989
0.5,1.4,0.7,0.3,9.99959423045063
0.5,1.4,0.7,0.4,9.99973415634869
0.5,1.4,0.7,0.5,9.99999483113059
0.5,1.4,0.7,0.6,9.99998455162161
0.5,1.4,0.7,0.7,9.99999232405338
0.5,1.4,0.7,0.8,9.99998704236582
0.5,1.4,0.7,0.9,9.9999929205458
0.5,1.4,0.7,1,9.99998156274777
0.5,1.4,0.8,0.1,9.99931070727225
0.5,1.4,0.8,0.2,9.9997997273687
0.5,1.4,0.8,0.3,9.99984876323066
0.5,1.4,0.8,0.4,9.99998755880622
0.5,1.4,0.8,0.5,9.99998821401295
0.5,1.4,0.8,0.6,9.99996026442839
0.5,1.4,0.8,0.7,9.99998771213604
0.5,1.4,0.8,0.8,9.99998760371261
0.5,1.4,0.8,0.9,9.99999088735223
0.5,1.4,0.8,1,9.99997982198618
0.5,1.4,0.9,0.1,9.99998248284087
0.5,1.4,0.9,0.2,9.99998492472239
0.5,1.4,0.9,0.3,9.99999555524776
0.5,1.4,0.9,0.4,9.99999308426183
0.5,1.4,0.9,0.5,9.99999125435428
0.5,1.4,0.9,0.6,9.99999341252616
0.5,1.4,0.9,0.7,9.99996994068507
0.5,1.4,0.9,0.8,9.99997646190496
0.5,1.4,0.9,0.9,9.99999019617862
0.5,1.4,0.9,1,9.99997391264732
0.5,1.4,1,0.1,9.99999060423154
0.5,1.4,1,0.2,9.99999312274297
0.5,1.4,1,0.3,9.99997973843275
0.5,1.4,1,0.4,9.99998450422749
0.5,1.4,1,0.5,9.99998764015833
0.5,1.4,1,0.6,9.99997985630718
0.5,1.4,1,0.7,9.99997873992272
0.5,1.4,1,0.8,9.99996136052975
0.5,1.4,1,0.9,9.99997874469494
0.5,1.4,1,1,9.9999854403456
0.5,1.5,0.1,0.1,9.99988807011396
0.5,1.5,0.1,0.2,9.99974824404367
0.5,1.5,0.1,0.3,9.99986504338666
0.5,1.5,0.1,0.4,9.99969265093713
0.5,1.5,0.1,0.5,9.99971268734645
0.5,1.5,0.1,0.6,9.99995517208678
0.5,1.5,0.1,0.7,9.99952508155492
0.5,1.5,0.1,0.8,9.99983624350477
0.5,1.5,0.1,0.9,9.99976343606112
0.5,1.5,0.1,1,9.99986321250576
0.5,1.5,0.2,0.1,9.82752452756018
0.5,1.5,0.2,0.2,9.84673126547749
0.5,1.5,0.2,0.3,9.8746065124915
0.5,1.5,0.2,0.4,9.90084380713287
0.5,1.5,0.2,0.5,9.93346349100927
0.5,1.5,0.2,0.6,9.97106779626136
0.5,1.5,0.2,0.7,9.9597159432795
0.5,1.5,0.2,0.8,9.98292095539723
0.5,1.5,0.2,0.9,9.97453279463722
0.5,1.5,0.2,1,9.99468940569627
0.5,1.5,0.3,0.1,9.56146376587604
0.5,1.5,0.3,0.2,9.73228068687897
0.5,1.5,0.3,0.3,9.78488929345727
0.5,1.5,0.3,0.4,9.84566607420245
0.5,1.5,0.3,0.5,9.88061726698251
0.5,1.5,0.3,0.6,9.94811881816646
0.5,1.5,0.3,0.7,9.97631919286567
0.5,1.5,0.3,0.8,9.9904263647202
0.5,1.5,0.3,0.9,9.99684344648038
0.5,1.5,0.3,1,9.99852418148084
