"p_mutation","sigma_start","tau_apos_scale","tau_scale","Score"
"40.0","0.1","0.1","9.999982255600395"
"40.0","0.1","0.2","9.99225888028921"
"40.0","0.1","0.30000000000000004","9.834320690577913"
"40.0","0.1","0.4","9.974382801937585"
"40.0","0.1","0.5","9.810323465271367"
"40.0","0.1","0.6","8.768749483936194"
"40.0","0.1","0.7","8.489883948162028"
"40.0","0.1","0.7999999999999999","7.624751709557467"
"40.0","0.1","0.8999999999999999","3.535791185877335"
"40.0","0.1","0.9999999999999999","0.038608899704064885"
"40.0","0.2","0.1","9.999981203562097"
"40.0","0.2","0.2","9.999921296568484"
"40.0","0.2","0.30000000000000004","9.999937112711502"
"40.0","0.2","0.4","9.992308053687813"
"40.0","0.2","0.5","9.999980713139186"
"40.0","0.2","0.6","9.996826377609297"
"40.0","0.2","0.7","9.943068002931557"
"40.0","0.2","0.7999999999999999","9.961692476992193"
"40.0","0.2","0.8999999999999999","7.558441044347353"
"40.0","0.2","0.9999999999999999","0.7047439000653387"
"40.0","0.30000000000000004","0.1","9.999986144923344"
"40.0","0.30000000000000004","0.2","9.99998715559667"
"40.0","0.30000000000000004","0.30000000000000004","9.999981944159966"
"40.0","0.30000000000000004","0.4","9.999992531854279"
"40.0","0.30000000000000004","0.5","9.99998176795093"
"40.0","0.30000000000000004","0.6","9.999979039618832"
"40.0","0.30000000000000004","0.7","9.999981220620572"
"40.0","0.30000000000000004","0.7999999999999999","9.980594819998883"
"40.0","0.30000000000000004","0.8999999999999999","9.91926492002067"
"40.0","0.30000000000000004","0.9999999999999999","1.736282581126574"
"40.0","0.4","0.1","9.999987355936218"
"40.0","0.4","0.2","9.999987945409105"
"40.0","0.4","0.30000000000000004","9.999987837896287"
"40.0","0.4","0.4","9.99998888243448"
"40.0","0.4","0.5","9.99999777741756"
"40.0","0.4","0.6","9.999990747092752"
"40.0","0.4","0.7","9.99999100843754"
"40.0","0.4","0.7999999999999999","9.999967529166984"
"40.0","0.4","0.8999999999999999","9.999979365318772"
"40.0","0.4","0.9999999999999999","4.009245470519703"
"40.0","0.5","0.1","9.999953827613519"
"40.0","0.5","0.2","9.999960503189794"
"40.0","0.5","0.30000000000000004","9.999986051034515"
"40.0","0.5","0.4","9.999991844218336"
"40.0","0.5","0.5","9.999996417253891"
"40.0","0.5","0.6","9.999997388596475"
"40.0","0.5","0.7","9.99999443778187"
"40.0","0.5","0.7999999999999999","9.99999753846847"
"40.0","0.5","0.8999999999999999","9.999995464626355"
"40.0","0.5","0.9999999999999999","8.611102699298545"
"40.0","0.6","0.1","9.999891054169343"
"40.0","0.6","0.2","9.999962250490182"
"40.0","0.6","0.30000000000000004","9.999159131909645"
"40.0","0.6","0.4","9.999654316156493"
"40.0","0.6","0.5","9.999996945885865"
"40.0","0.6","0.6","9.999994123766962"
"40.0","0.6","0.7","9.999976287374015"
"40.0","0.6","0.7999999999999999","9.999997388832167"
"40.0","0.6","0.8999999999999999","9.999997246768805"
"40.0","0.6","0.9999999999999999","9.969786159530237"
"40.0","0.7","0.1","9.998692479994483"
"40.0","0.7","0.2","9.994883793622817"
"40.0","0.7","0.30000000000000004","9.99422509019971"
"40.0","0.7","0.4","9.99402784370469"
"40.0","0.7","0.5","9.994290134004219"
"40.0","0.7","0.6","9.99873256272333"
"40.0","0.7","0.7","9.991948170913691"
"40.0","0.7","0.7999999999999999","9.996957275996374"
"40.0","0.7","0.8999999999999999","9.999194907663306"
"40.0","0.7","0.9999999999999999","9.999978690083719"
"40.0","0.7999999999999999","0.1","9.991596314347259"
"40.0","0.7999999999999999","0.2","9.979046166267144"
"40.0","0.7999999999999999","0.30000000000000004","9.963255337956204"
"40.0","0.7999999999999999","0.4","9.935235865536203"
"40.0","0.7999999999999999","0.5","9.92636867213401"
"40.0","0.7999999999999999","0.6","9.90118586469075"
"40.0","0.7999999999999999","0.7","9.764513687653794"
