"Split","In_Best_X","p_mutation","sigma_end","Score"
"0.9","2.0","0.8","0.007700000000000007","9.999706897402053"
"0.9","2.0","0.8","0.0078000000000000074","9.999675068488424"
"0.9","2.0","0.8","0.007900000000000008","9.999719889832955"
"0.9","2.0","0.8","0.008000000000000007","9.999647384487544"
"0.9","2.0","0.8","0.008100000000000007","9.999696528191484"
"0.9","2.0","0.8","0.008200000000000006","9.999730732612266"
"0.9","2.0","0.8","0.008300000000000005","9.999635321221204"
"0.9","2.0","0.8","0.008400000000000005","9.999632917056573"
"0.9","2.0","0.8","0.008500000000000004","9.999658684076547"
"0.9","2.0","0.8","0.008600000000000003","9.999660375879817"
"0.9","2.0","0.8","0.008700000000000003","9.99966074492985"
"0.9","2.0","0.8","0.008800000000000002","9.9996508990268"
"0.9","2.0","0.8","0.008900000000000002","9.99969125097171"
"0.9","2.0","0.8","0.009000000000000001","9.999651957341557"
"0.9","2.0","0.8","0.0091","9.999636109074446"
"0.9","2.0","0.8","0.0092","9.999658094737768"
"0.9","2.0","0.8","0.0093","9.999652933031728"
"0.9","2.0","0.8","0.009399999999999999","9.99963232730254"
"0.9","2.0","0.8","0.009499999999999998","9.999614034747463"
"0.9","2.0","0.8","0.009599999999999997","9.9995981341595"
"0.9","2.0","0.8","0.009699999999999997","9.999602326445402"
"0.9","2.0","0.8","0.009799999999999996","9.999601331530013"
"0.9","2.0","0.8","0.009899999999999996","9.999544329552613"
"0.9","2.0","0.8","0.009999999999999995","9.999560150073304"
"0.9","2.0","0.9","1.0E-4","9.999872023520608"
"0.9","2.0","0.9","2.0E-4","9.999894730782671"
"0.9","2.0","0.9","3.0000000000000003E-4","9.999906903352915"
"0.9","2.0","0.9","4.0E-4","9.99991313424822"
"0.9","2.0","0.9","5.0E-4","9.999922608532508"
"0.9","2.0","0.9","6.000000000000001E-4","9.999927585133339"
"0.9","2.0","0.9","7.000000000000001E-4","9.999931496266596"
"0.9","2.0","0.9","8.000000000000001E-4","9.999934070159949"
"0.9","2.0","0.9","9.000000000000002E-4","9.99993894114319"
"0.9","2.0","0.9","0.0010000000000000002","9.999932227479194"
"0.9","2.0","0.9","0.0011000000000000003","9.999937687480793"
"0.9","2.0","0.9","0.0012000000000000003","9.999949586054779"
"0.9","2.0","0.9","0.0013000000000000004","9.999942939703239"
"0.9","2.0","0.9","0.0014000000000000004","9.9999436211049"
"0.9","2.0","0.9","0.0015000000000000005","9.999952995792377"
"0.9","2.0","0.9","0.0016000000000000005","9.999934488802221"
"0.9","2.0","0.9","0.0017000000000000006","9.999951544807825"
"0.9","2.0","0.9","0.0018000000000000006","9.999942216876558"
"0.9","2.0","0.9","0.0019000000000000006","9.999948188559653"
"0.9","2.0","0.9","0.0020000000000000005","9.999920476711251"
"0.9","2.0","0.9","0.0021000000000000003","9.99994962760923"
"0.9","2.0","0.9","0.0022","9.999938106124764"
"0.9","2.0","0.9","0.0023","9.999931483364632"
"0.9","2.0","0.9","0.0024","9.99992864063549"
"0.9","2.0","0.9","0.0024999999999999996","9.999938909168296"
"0.9","2.0","0.9","0.0025999999999999994","9.999942648618234"
"0.9","2.0","0.9","0.0026999999999999993","9.999924429104903"
"0.9","2.0","0.9","0.002799999999999999","9.999933171527296"
"0.9","2.0","0.9","0.002899999999999999","9.999911658083096"
"0.9","2.0","0.9","0.0029999999999999988","9.999924527774661"
"0.9","2.0","0.9","0.0030999999999999986","9.999911182842254"
"0.9","2.0","0.9","0.0031999999999999984","9.999909336904832"
"0.9","2.0","0.9","0.0032999999999999982","9.999913819034981"
"0.9","2.0","0.9","0.003399999999999998","9.999921449239787"
"0.9","2.0","0.9","0.003499999999999998","9.999918105338645"
"0.9","2.0","0.9","0.0035999999999999977","9.999917773067597"
"0.9","2.0","0.9","0.0036999999999999976","9.99990396382184"
"0.9","2.0","0.9","0.0037999999999999974","9.999904784953126"
"0.9","2.0","0.9","0.0038999999999999972","9.999912419897996"
"0.9","2.0","0.9","0.0039999999999999975","9.999918435827468"
"0.9","2.0","0.9","0.004099999999999998","9.999906268335886"
"0.9","2.0","0.9","0.004199999999999998","9.999898984260998"
"0.9","2.0","0.9","0.004299999999999998","9.999896558518884"
"0.9","2.0","0.9","0.0043999999999999985","9.999901065864805"
"0.9","2.0","0.9","0.004499999999999999","9.999902180841293"
"0.9","2.0","0.9","0.004599999999999999","9.999907139996555"
"0.9","2.0","0.9","0.004699999999999999","9.999890250749209"
"0.9","2.0","0.9","0.0048","9.999898408229447"
