"p_mutation","sigma_start","tau_apos_scale","tau_scale","Score"
"1.0","1.0","0.7999999999999999","0.5","6.665517730551095"
"1.0","1.0","0.7999999999999999","0.6","5.512015760754447"
"1.0","1.0","0.7999999999999999","0.7","4.505354290386181"
"1.0","1.0","0.7999999999999999","0.7999999999999999","2.456990341384052"
"1.0","1.0","0.7999999999999999","0.8999999999999999","1.7816272791367225"
"1.0","1.0","0.7999999999999999","0.9999999999999999","1.0160804370549585"
"1.0","1.0","0.7999999999999999","1.0999999999999999","1.0160804370549585"
"1.0","1.0","0.7999999999999999","1.2","1.0160804370549585"
"1.0","1.0","0.7999999999999999","1.3","1.0160804370549585"
"1.0","1.0","0.7999999999999999","1.4000000000000001","1.0160804370549585"
"1.0","1.0","0.7999999999999999","1.5000000000000002","1.0160804370549585"
"1.0","1.0","0.7999999999999999","1.6000000000000003","1.0160804370549585"
"1.0","1.0","0.7999999999999999","1.7000000000000004","1.0160804370549585"
"1.0","1.0","0.7999999999999999","1.8000000000000005","1.0160804370549585"
"1.0","1.0","0.7999999999999999","1.9000000000000006","1.0160804370549585"
"1.0","1.0","0.8999999999999999","0.1","8.20568942095974"
"1.0","1.0","0.8999999999999999","0.2","7.558076220274605"
"1.0","1.0","0.8999999999999999","0.30000000000000004","6.232578128241532"
"1.0","1.0","0.8999999999999999","0.4","5.358391696794702"
"1.0","1.0","0.8999999999999999","0.5","4.24512627567276"
"1.0","1.0","0.8999999999999999","0.6","2.4674600546683063"
"1.0","1.0","0.8999999999999999","0.7","1.520208918620098"
"1.0","1.0","0.8999999999999999","0.7999999999999999","0.2668997123647414"
"1.0","1.0","0.8999999999999999","0.8999999999999999","0.1823429484732728"
"1.0","1.0","0.8999999999999999","0.9999999999999999","0.04253864990671487"
"1.0","1.0","0.8999999999999999","1.0999999999999999","0.04253864990671487"
"1.0","1.0","0.8999999999999999","1.2","0.04253864990671487"
"1.0","1.0","0.8999999999999999","1.3","0.04253864990671487"
"1.0","1.0","0.8999999999999999","1.4000000000000001","0.04253864990671487"
"1.0","1.0","0.8999999999999999","1.5000000000000002","0.04253864990671487"
"1.0","1.0","0.8999999999999999","1.6000000000000003","0.04253864990671487"
"1.0","1.0","0.8999999999999999","1.7000000000000004","0.04253864990671487"
"1.0","1.0","0.8999999999999999","1.8000000000000005","0.04253864990671487"
"1.0","1.0","0.8999999999999999","1.9000000000000006","0.04253864990671487"
"1.0","1.0","0.9999999999999999","0.1","7.866213919307279"
"1.0","1.0","0.9999999999999999","0.2","6.548768927522103"
"1.0","1.0","0.9999999999999999","0.30000000000000004","4.3089963955906665"
"1.0","1.0","0.9999999999999999","0.4","2.7176715651258343"
"1.0","1.0","0.9999999999999999","0.5","1.3630838485844077"
"1.0","1.0","0.9999999999999999","0.6","0.6214993014890271"
"1.0","1.0","0.9999999999999999","0.7","0.2608089468232083"
"1.0","1.0","0.9999999999999999","0.7999999999999999","0.056014061972851525"
"1.0","1.0","0.9999999999999999","0.8999999999999999","0.0608350794144911"
"1.0","1.0","0.9999999999999999","0.9999999999999999","0.05156927911204241"
"1.0","1.0","0.9999999999999999","1.0999999999999999","0.05156927911204241"
"1.0","1.0","0.9999999999999999","1.2","0.05156927911204241"
"1.0","1.0","0.9999999999999999","1.3","0.05156927911204241"
"1.0","1.0","0.9999999999999999","1.4000000000000001","0.05156927911204241"
"1.0","1.0","0.9999999999999999","1.5000000000000002","0.05156927911204241"
"1.0","1.0","0.9999999999999999","1.6000000000000003","0.05156927911204241"
"1.0","1.0","0.9999999999999999","1.7000000000000004","0.05156927911204241"
"1.0","1.0","0.9999999999999999","1.8000000000000005","0.05156927911204241"
"1.0","1.0","0.9999999999999999","1.9000000000000006","0.05156927911204241"
"1.0","1.0","1.0999999999999999","0.1","7.048228273440881"
"1.0","1.0","1.0999999999999999","0.2","4.706893551704624"
"1.0","1.0","1.0999999999999999","0.30000000000000004","2.709422269668587"
"1.0","1.0","1.0999999999999999","0.4","0.9762973022680311"
"1.0","1.0","1.0999999999999999","0.5","0.5779190058100623"
"1.0","1.0","1.0999999999999999","0.6","0.16629952608987084"
"1.0","1.0","1.0999999999999999","0.7","0.0713505447863956"
"1.0","1.0","1.0999999999999999","0.7999999999999999","0.004733557098580114"
"1.0","1.0","1.0999999999999999","0.8999999999999999","8.412352823039604E-4"
"1.0","1.0","1.0999999999999999","0.9999999999999999","8.653892150730757E-4"
"1.0","1.0","1.0999999999999999","1.0999999999999999","8.653892150730757E-4"
"1.0","1.0","1.0999999999999999","1.2","8.653892150730757E-4"
"1.0","1.0","1.0999999999999999","1.3","8.653892150730757E-4"
"1.0","1.0","1.0999999999999999","1.4000000000000001","8.653892150730757E-4"
"1.0","1.0","1.0999999999999999","1.5000000000000002","8.653892150730757E-4"
"1.0","1.0","1.0999999999999999","1.6000000000000003","8.653892150730757E-4"
"1.0","1.0","1.0999999999999999","1.7000000000000004","8.653892150730757E-4"
"1.0","1.0","1.0999999999999999","1.8000000000000005","8.653892150730757E-4"
"1.0","1.0","1.0999999999999999","1.9000000000000006","8.653892150730757E-4"
"1.0","1.0","1.2","0.1","5.968243474674236"
"1.0","1.0","1.2","0.2","3.802873991205568"
"1.0","1.0","1.2","0.30000000000000004","1.7843539808856026"
"1.0","1.0","1.2","0.4","0.40952413068239774"
"1.0","1.0","1.2","0.5","0.2987161232788101"
"1.0","1.0","1.2","0.6","0.04239687365330032"
"1.0","1.0","1.2","0.7","0.022542015119920232"
"1.0","1.0","1.2","0.7999999999999999","0.00497554247341133"
"1.0","1.0","1.2","0.8999999999999999","2.6196506167499244E-4"
"1.0","1.0","1.2","0.9999999999999999","2.3907354173619463E-4"
"1.0","1.0","1.2","1.0999999999999999","2.3907354173619463E-4"
"1.0","1.0","1.2","1.2","2.3907354173619463E-4"
"1.0","1.0","1.2","1.3","2.3907354173619463E-4"
"1.0","1.0","1.2","1.4000000000000001","2.3907354173619463E-4"
"1.0","1.0","1.2","1.5000000000000002","2.3907354173619463E-4"
"1.0","1.0","1.2","1.6000000000000003","2.3907354173619463E-4"
"1.0","1.0","1.2","1.7000000000000004","2.3907354173619463E-4"
"1.0","1.0","1.2","1.8000000000000005","2.3907354173619463E-4"
"1.0","1.0","1.2","1.9000000000000006","2.3907354173619463E-4"
"1.0","1.0","1.3","0.1","5.121096423951551"
"1.0","1.0","1.3","0.2","2.70214162773446"
"1.0","1.0","1.3","0.30000000000000004","0.9144763168543178"
"1.0","1.0","1.3","0.4","0.25616258687954685"
"1.0","1.0","1.3","0.5","0.10337251383075005"
"1.0","1.0","1.3","0.6","0.011914392904111875"
"1.0","1.0","1.3","0.7","0.0024322760658705813"
"1.0","1.0","1.3","0.7999999999999999","2.516758004084383E-4"
"1.0","1.0","1.3","0.8999999999999999","2.5245321798294634E-4"
"1.0","1.0","1.3","0.9999999999999999","2.422362914753867E-4"
"1.0","1.0","1.3","1.0999999999999999","2.422362914753867E-4"
"1.0","1.0","1.3","1.2","2.422362914753867E-4"
"1.0","1.0","1.3","1.3","2.422362914753867E-4"
"1.0","1.0","1.3","1.4000000000000001","2.422362914753867E-4"
"1.0","1.0","1.3","1.5000000000000002","2.422362914753867E-4"
"1.0","1.0","1.3","1.6000000000000003","2.422362914753867E-4"
"1.0","1.0","1.3","1.7000000000000004","2.422362914753867E-4"
"1.0","1.0","1.3","1.8000000000000005","2.422362914753867E-4"
"1.0","1.0","1.3","1.9000000000000006","2.422362914753867E-4"
"1.0","1.0","1.4000000000000001","0.1","4.286958030975484"
"1.0","1.0","1.4000000000000001","0.2","1.7574537840621294"
"1.0","1.0","1.4000000000000001","0.30000000000000004","0.6444653744166218"
"1.0","1.0","1.4000000000000001","0.4","0.15477540583757435"
"1.0","1.0","1.4000000000000001","0.5","0.011084820232345017"
"1.0","1.0","1.4000000000000001","0.6","0.0018437494332782067"
"1.0","1.0","1.4000000000000001","0.7","4.1831222503726487E-4"
"1.0","1.0","1.4000000000000001","0.7999999999999999","2.759543387132001E-4"
"1.0","1.0","1.4000000000000001","0.8999999999999999","8.00482404967409E-4"
"1.0","1.0","1.4000000000000001","0.9999999999999999","2.3754311149881626E-4"
"1.0","1.0","1.4000000000000001","1.0999999999999999","2.3754311149881626E-4"
"1.0","1.0","1.4000000000000001","1.2","2.3754311149881626E-4"
"1.0","1.0","1.4000000000000001","1.3","2.3754311149881626E-4"
"1.0","1.0","1.4000000000000001","1.4000000000000001","2.3754311149881626E-4"
"1.0","1.0","1.4000000000000001","1.5000000000000002","2.3754311149881626E-4"
"1.0","1.0","1.4000000000000001","1.6000000000000003","2.3754311149881626E-4"
"1.0","1.0","1.4000000000000001","1.7000000000000004","2.3754311149881626E-4"
"1.0","1.0","1.4000000000000001","1.8000000000000005","2.3754311149881626E-4"
"1.0","1.0","1.4000000000000001","1.9000000000000006","2.3754311149881626E-4"
"1.0","1.0","1.5000000000000002","0.1","3.3693001841689565"
"1.0","1.0","1.5000000000000002","0.2","1.3563010616689468"
"1.0","1.0","1.5000000000000002","0.30000000000000004","0.29582815876241386"
"1.0","1.0","1.5000000000000002","0.4","0.037393826140833294"
"1.0","1.0","1.5000000000000002","0.5","0.010645026556317902"
"1.0","1.0","1.5000000000000002","0.6","0.013792352634465271"
"1.0","1.0","1.5000000000000002","0.7","2.8570006227258374E-4"
"1.0","1.0","1.5000000000000002","0.7999999999999999","2.376049635861206E-4"
"1.0","1.0","1.5000000000000002","0.8999999999999999","2.5908146746274173E-4"
"1.0","1.0","1.5000000000000002","0.9999999999999999","2.3739759032362305E-4"
"1.0","1.0","1.5000000000000002","1.0999999999999999","2.3739759032362305E-4"
"1.0","1.0","1.5000000000000002","1.2","2.3739759032362305E-4"
"1.0","1.0","1.5000000000000002","1.3","2.3739759032362305E-4"
"1.0","1.0","1.5000000000000002","1.4000000000000001","2.3739759032362305E-4"
"1.0","1.0","1.5000000000000002","1.5000000000000002","2.3739759032362305E-4"
"1.0","1.0","1.5000000000000002","1.6000000000000003","2.3739759032362305E-4"
"1.0","1.0","1.5000000000000002","1.7000000000000004","2.3739759032362305E-4"
"1.0","1.0","1.5000000000000002","1.8000000000000005","2.3739759032362305E-4"
"1.0","1.0","1.5000000000000002","1.9000000000000006","2.3739759032362305E-4"
"1.0","1.0","1.6000000000000003","0.1","2.5421854202388365"
"1.0","1.0","1.6000000000000003","0.2","0.7447904931164898"
"1.0","1.0","1.6000000000000003","0.30000000000000004","0.296736490894711"
"1.0","1.0","1.6000000000000003","0.4","0.17426106256436721"
"1.0","1.0","1.6000000000000003","0.5","0.01099519419418773"
"1.0","1.0","1.6000000000000003","0.6","0.014918206612348875"
"1.0","1.0","1.6000000000000003","0.7","0.002361024558636387"
"1.0","1.0","1.6000000000000003","0.7999999999999999","2.382182426923899E-4"
"1.0","1.0","1.6000000000000003","0.8999999999999999","0.0011002634011662042"
"1.0","1.0","1.6000000000000003","0.9999999999999999","2.3739119371685196E-4"
"1.0","1.0","1.6000000000000003","1.0999999999999999","2.3739119371685196E-4"
"1.0","1.0","1.6000000000000003","1.2","2.3739119371685196E-4"
"1.0","1.0","1.6000000000000003","1.3","2.3739119371685196E-4"
"1.0","1.0","1.6000000000000003","1.4000000000000001","2.3739119371685196E-4"
"1.0","1.0","1.6000000000000003","1.5000000000000002","2.3739119371685196E-4"
"1.0","1.0","1.6000000000000003","1.6000000000000003","2.3739119371685196E-4"
"1.0","1.0","1.6000000000000003","1.7000000000000004","2.3739119371685196E-4"
"1.0","1.0","1.6000000000000003","1.8000000000000005","2.3739119371685196E-4"
"1.0","1.0","1.6000000000000003","1.9000000000000006","2.3739119371685196E-4"
"1.0","1.0","1.7000000000000004","0.1","2.95440924952626"
"1.0","1.0","1.7000000000000004","0.2","0.83934251206112"
"1.0","1.0","1.7000000000000004","0.30000000000000004","0.08445351109176565"
"1.0","1.0","1.7000000000000004","0.4","0.20501346006104515"
"1.0","1.0","1.7000000000000004","0.5","0.008097731969688016"
"1.0","1.0","1.7000000000000004","0.6","3.2477345624919423E-4"
"1.0","1.0","1.7000000000000004","0.7","2.3858205264515398E-4"
"1.0","1.0","1.7000000000000004","0.7999999999999999","2.3739647046313976E-4"
"1.0","1.0","1.7000000000000004","0.8999999999999999","2.3749797865706452E-4"
"1.0","1.0","1.7000000000000004","0.9999999999999999","2.373909727468378E-4"
"1.0","1.0","1.7000000000000004","1.0999999999999999","2.373909727468378E-4"
"1.0","1.0","1.7000000000000004","1.2","2.373909727468378E-4"
"1.0","1.0","1.7000000000000004","1.3","2.373909727468378E-4"
"1.0","1.0","1.7000000000000004","1.4000000000000001","2.373909727468378E-4"
"1.0","1.0","1.7000000000000004","1.5000000000000002","2.373909727468378E-4"
"1.0","1.0","1.7000000000000004","1.6000000000000003","2.373909727468378E-4"
"1.0","1.0","1.7000000000000004","1.7000000000000004","2.373909727468378E-4"
"1.0","1.0","1.7000000000000004","1.8000000000000005","2.373909727468378E-4"
"1.0","1.0","1.7000000000000004","1.9000000000000006","2.373909727468378E-4"
"1.0","1.0","1.8000000000000005","0.1","2.6684205511364434"
"1.0","1.0","1.8000000000000005","0.2","0.3747071244561053"
"1.0","1.0","1.8000000000000005","0.30000000000000004","0.06016628747538637"
"1.0","1.0","1.8000000000000005","0.4","0.11830184834076689"
"1.0","1.0","1.8000000000000005","0.5","0.0026439691613510392"
"1.0","1.0","1.8000000000000005","0.6","2.4072708426139933E-4"
"1.0","1.0","1.8000000000000005","0.7","2.4093318169124872E-4"
"1.0","1.0","1.8000000000000005","0.7999999999999999","2.373970605832446E-4"
"1.0","1.0","1.8000000000000005","0.8999999999999999","2.3745688552352724E-4"
"1.0","1.0","1.8000000000000005","0.9999999999999999","2.3739097239816888E-4"
"1.0","1.0","1.8000000000000005","1.0999999999999999","2.3739097239816888E-4"
"1.0","1.0","1.8000000000000005","1.2","2.3739097239816888E-4"
"1.0","1.0","1.8000000000000005","1.3","2.3739097239816888E-4"
"1.0","1.0","1.8000000000000005","1.4000000000000001","2.3739097239816888E-4"
"1.0","1.0","1.8000000000000005","1.5000000000000002","2.3739097239816888E-4"
"1.0","1.0","1.8000000000000005","1.6000000000000003","2.3739097239816888E-4"
"1.0","1.0","1.8000000000000005","1.7000000000000004","2.3739097239816888E-4"
"1.0","1.0","1.8000000000000005","1.8000000000000005","2.3739097239816888E-4"
"1.0","1.0","1.8000000000000005","1.9000000000000006","2.3739097239816888E-4"
"1.0","1.0","1.9000000000000006","0.1","1.2372809330158805"
"1.0","1.0","1.9000000000000006","0.2","0.23202665095769565"
"1.0","1.0","1.9000000000000006","0.30000000000000004","0.10206283171277271"
"1.0","1.0","1.9000000000000006","0.4","0.08758688713969133"
"1.0","1.0","1.9000000000000006","0.5","4.988062910129058E-4"
"1.0","1.0","1.9000000000000006","0.6","2.3816157535057287E-4"
"1.0","1.0","1.9000000000000006","0.7","2.715613316380837E-4"
"1.0","1.0","1.9000000000000006","0.7999999999999999","2.373985468451084E-4"
"1.0","1.0","1.9000000000000006","0.8999999999999999","2.3742934532514936E-4"
"1.0","1.0","1.9000000000000006","0.9999999999999999","2.3739097239069856E-4"
"1.0","1.0","1.9000000000000006","1.0999999999999999","2.3739097239069856E-4"
"1.0","1.0","1.9000000000000006","1.2","2.3739097239069856E-4"
"1.0","1.0","1.9000000000000006","1.3","2.3739097239069856E-4"
"1.0","1.0","1.9000000000000006","1.4000000000000001","2.3739097239069856E-4"
"1.0","1.0","1.9000000000000006","1.5000000000000002","2.3739097239069856E-4"
"1.0","1.0","1.9000000000000006","1.6000000000000003","2.3739097239069856E-4"
"1.0","1.0","1.9000000000000006","1.7000000000000004","2.3739097239069856E-4"
"1.0","1.0","1.9000000000000006","1.8000000000000005","2.3739097239069856E-4"
"1.0","1.0","1.9000000000000006","1.9000000000000006","2.3739097239069856E-4"
